"cov_measure","p","graph","distribution","rep","norm_Omega","norm_Sigma","FP","FN"
"cov",120,"omega_sparse","rmvnorm",24,9.89787434944253,3.57599481030634,0.237895064611552,0.0926640926640927
"cov",120,"omega_sparse","rmvnorm",25,9.97061366107805,3.69290670372081,0.232601588042971,0.0733590733590734
"cov",120,"omega_sparse","rmvnorm",26,10.2208195953411,3.84925365902707,0.228397944885567,0.093951093951094
"cov",120,"omega_sparse","rmvnorm",27,9.31958154476357,4.17687099294155,0.225751206601277,0.0888030888030888
"cov",120,"omega_sparse","rmvnorm",28,9.58279090797925,4.14101369039613,0.227775182936323,0.0733590733590734
"cov",120,"omega_sparse","rmvnorm",29,9.5009951170852,4.09024027469484,0.231044683169858,0.0836550836550837
"cov",120,"omega_sparse","rmvnorm",30,9.78607465547483,3.18345326031801,0.236493850225751,0.102960102960103
"cov",120,"omega_sparse","rmvnorm",31,10.0947713221986,3.62465192066129,0.231978826093726,0.0694980694980695
"cov",120,"omega_sparse","rmvnorm",32,9.635300926515,3.80894149671454,0.224194301728164,0.0900900900900901
"cov",120,"omega_sparse","rmvnorm",33,10.5782718770313,3.66767098810821,0.234469873890705,0.0952380952380952
"cov",120,"omega_sparse","rmvnorm",34,9.74980002642462,3.46604449205136,0.234781254865328,0.0875160875160875
"cov",120,"omega_sparse","rmvnorm",35,9.85880447454672,3.39830838718327,0.229332087809435,0.0759330759330759
"cov",120,"omega_sparse","rmvnorm",36,9.48089639268752,3.63444859162519,0.222637396855052,0.0823680823680824
"cov",120,"omega_sparse","rmvnorm",37,10.2702785124204,4.08152080446173,0.222948777829675,0.106821106821107
"cov",120,"omega_sparse","rmvnorm",38,10.424630468108,3.19518452409295,0.227619492449011,0.0656370656370656
"cov",120,"omega_sparse","rmvnorm",39,9.82273013876459,3.68822429112918,0.229643468784057,0.0682110682110682
"cov",120,"omega_sparse","rmvnorm",40,9.27122994625204,3.98428663640292,0.22621827806321,0.1003861003861
"cov",120,"omega_sparse","rmvnorm",41,10.0600614347317,3.89044377707656,0.222948777829675,0.0733590733590734
"cov",120,"omega_sparse","rmvnorm",42,10.1665676505201,3.49564863656852,0.237116612174996,0.0643500643500644
"cov",120,"omega_sparse","rmvnorm",43,10.4060981818881,4.02898398104636,0.23384711194146,0.0810810810810811
"cov",120,"omega_sparse","rmvnorm",44,10.5248031057343,3.23934967321697,0.225284135139343,0.0900900900900901
"cov",120,"omega_sparse","rmvnorm",45,10.3005856465263,4.23480855416468,0.23120037365717,0.0913770913770914
"cov",120,"omega_sparse","rmvnorm",46,9.67137105740741,3.67853746141641,0.233535730966838,0.0862290862290862
"cov",120,"omega_sparse","rmvnorm",47,9.74919012515536,4.00869272464592,0.233068659504904,0.0746460746460746
"cov",120,"omega_sparse","rmvnorm",48,9.85081879688352,3.67129521779526,0.224349992215476,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",49,10.0179101349082,4.78216706317701,0.227930873423634,0.0862290862290862
"cov",120,"omega_sparse","rmvnorm",50,10.3736020262009,4.30045698808268,0.227930873423634,0.118404118404118
"cov",120,"omega_sparse","rmvnorm",51,10.0403836771923,4.11204432527029,0.219523587108828,0.0900900900900901
"cov",120,"omega_sparse","rmvnorm",52,9.49753447428512,3.40950130306716,0.226685349525144,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",53,9.94522144257128,3.50600556706698,0.21345165810369,0.0913770913770914
"cov",120,"omega_sparse","rmvnorm",54,11.0785152473635,4.27399571630329,0.233224349992215,0.0978120978120978
"cov",120,"omega_sparse","rmvnorm",55,9.52484737972977,3.87589408443924,0.21469718200218,0.0952380952380952
"cov",120,"omega_sparse","rmvnorm",56,9.9075100467189,3.57038048998354,0.224817063677409,0.0720720720720721
"cov",120,"omega_sparse","rmvnorm",57,10.4233104419052,3.79305863483355,0.224661373190098,0.0759330759330759
"cov",120,"omega_sparse","rmvnorm",58,10.4666491126649,4.18675914214418,0.223727230266231,0.0746460746460746
"cov",120,"omega_sparse","rmvnorm",59,9.82299573441496,3.8498785152123,0.231823135606414,0.0720720720720721
"cov",120,"omega_sparse","rmvnorm",60,10.0655901876969,3.59744293968218,0.230733302195236,0.0836550836550837
"cov",120,"omega_sparse","rmvnorm",61,10.2014903285611,3.82616653419197,0.221236182469251,0.0785070785070785
"cov",120,"omega_sparse","rmvnorm",62,9.92849993160074,3.50764154446436,0.227308111474389,0.0913770913770914
"cov",120,"omega_sparse","rmvnorm",63,9.65741930884327,3.1901965773713,0.234158492916083,0.0836550836550837
"cov",120,"omega_sparse","rmvnorm",64,10.7492476939178,4.36685010093556,0.228553635372879,0.0836550836550837
"cov",120,"omega_sparse","rmvnorm",65,10.0071503027685,3.82526813912414,0.231044683169858,0.0823680823680824
"cov",120,"omega_sparse","rmvnorm",66,10.0718744321696,4.18914277349197,0.230888992682547,0.0772200772200772
"cov",120,"omega_sparse","rmvnorm",67,9.89377477585366,3.12844835515527,0.224194301728164,0.0978120978120978
"cov",120,"omega_sparse","rmvnorm",68,9.8738008669118,3.49639447410132,0.226685349525144,0.0720720720720721
"cov",120,"omega_sparse","rmvnorm",69,9.65846080801841,3.21890157922783,0.226373968550522,0.0823680823680824
"cov",120,"omega_sparse","rmvnorm",70,9.57652432458734,3.31434245478413,0.234625564378017,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",71,10.0015222793256,3.25757992516751,0.236493850225751,0.0759330759330759
"cov",120,"omega_sparse","rmvnorm",72,9.73987426395444,4.30519008112342,0.229643468784057,0.0913770913770914
"cov",120,"omega_sparse","rmvnorm",73,10.1658452538966,4.03204173629111,0.224972754164721,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",74,9.78680459677311,3.36311166093353,0.227152420987078,0.0900900900900901
"cov",120,"omega_sparse","rmvnorm",75,10.3188149535754,3.54323793741947,0.238673517048108,0.0823680823680824
"cov",120,"omega_sparse","rmvnorm",76,10.298764061991,3.52150514905611,0.227775182936323,0.110682110682111
"cov",120,"omega_sparse","rmvnorm",77,9.40116086572156,3.31654343738444,0.229799159271369,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",78,11.2090410055377,3.74533753386725,0.2274638019617,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",79,10.1854657636454,3.3872667764041,0.21983496808345,0.0913770913770914
"cov",120,"omega_sparse","rmvnorm",80,9.24475219015394,3.85146850871721,0.221547563443874,0.0900900900900901
"cov",120,"omega_sparse","rmvnorm",81,9.53336893636326,4.26998038514739,0.218278063210338,0.114543114543115
"cov",120,"omega_sparse","rmvnorm",82,9.89133427711175,3.51067737693252,0.229020706834812,0.0900900900900901
"cov",120,"omega_sparse","rmvnorm",83,9.21027530942888,3.70290739181131,0.228865016347501,0.0797940797940798
"cov",120,"omega_sparse","rmvnorm",84,10.1222995813698,3.75642536415342,0.221236182469251,0.0797940797940798
"cov",120,"omega_sparse","rmvnorm",85,10.3837481972488,3.29065913485868,0.231356064144481,0.0746460746460746
"cov",120,"omega_sparse","rmvnorm",86,10.095883815372,3.61378059822065,0.235559707301884,0.0682110682110682
"cov",120,"omega_sparse","rmvnorm",87,9.3767180107614,4.38631783701806,0.218122372723027,0.0797940797940798
"cov",120,"omega_sparse","rmvnorm",88,9.47747550220888,3.57645377614873,0.226062587575899,0.0862290862290862
"cov",120,"omega_sparse","rmvnorm",89,9.94569492241132,3.66321987484699,0.237427993149619,0.0656370656370656
"cov",120,"omega_sparse","rmvnorm",90,9.98953602908453,3.74818165013463,0.223104468316986,0.0694980694980695
"cov",120,"omega_sparse","rmvnorm",91,9.43730277257198,3.79293628407382,0.215164253464113,0.0733590733590734
"cov",120,"omega_sparse","rmvnorm",92,9.81976875970802,3.53633456166938,0.229799159271369,0.0797940797940798
"cov",120,"omega_sparse","rmvnorm",93,9.63425152050833,3.53105967833024,0.241320255332399,0.0952380952380952
"cov",120,"omega_sparse","rmvnorm",94,10.0333946711377,3.81563406645594,0.23882920753542,0.0990990990990991
"cov",120,"omega_sparse","rmvnorm",95,9.59913139467971,3.44675998193223,0.220302039545384,0.0849420849420849
"cov",120,"omega_sparse","rmvnorm",96,9.90438378839587,3.57582975842894,0.227308111474389,0.0682110682110682
"cov",120,"omega_sparse","rmvnorm",97,9.76217650403654,3.4842188796511,0.23384711194146,0.0720720720720721
"cov",120,"omega_sparse","rmvnorm",98,9.6028326926704,3.38972384833548,0.231823135606414,0.0926640926640927
"cov",120,"omega_sparse","rmvnorm",99,10.7070077070863,4.08566903693387,0.228553635372879,0.0810810810810811
"cov",120,"omega_sparse","rmvnorm",100,10.1159923724484,4.15322423826928,0.232601588042971,0.0849420849420849
"corSpearmanmat",120,"omega_sparse","rmvnorm",1,13.3951571182155,5.73264500091285,0.176543785969824,0.24254215304799
"corSpearmanmat",120,"omega_sparse","rmvnorm",2,13.1848307250808,5.71479752795319,0.177943692642713,0.215304798962387
"corSpearmanmat",120,"omega_sparse","rmvnorm",3,12.9793893532556,7.09049876458606,0.176388240783948,0.250324254215305
"corSpearmanmat",120,"omega_sparse","rmvnorm",4,14.0755706788234,5.40990030808339,0.179499144501478,0.238651102464332
"corSpearmanmat",120,"omega_sparse","rmvnorm",5,13.3317869733468,6.69125159506063,0.170010888163011,0.219195849546044
"corSpearmanmat",120,"omega_sparse","rmvnorm",6,14.1213292328683,6.29270159454244,0.176077150412195,0.229571984435798
"corSpearmanmat",120,"omega_sparse","rmvnorm",7,13.6643382667878,7.31443300817233,0.168455436304246,0.237354085603113
"corSpearmanmat",120,"omega_sparse","rmvnorm",8,13.9222828728513,6.13647708153122,0.17763260227096,0.230869001297017
"corSpearmanmat",120,"omega_sparse","rmvnorm",9,13.5749530897282,4.97068415319132,0.176543785969824,0.217898832684825
"corSpearmanmat",120,"omega_sparse","rmvnorm",10,13.6282006728774,7.39194855537415,0.178410328200342,0.247730220492866
"corSpearmanmat",120,"omega_sparse","rmvnorm",11,13.126431131313,6.38325179214215,0.172810701508788,0.214007782101167
"corSpearmanmat",120,"omega_sparse","rmvnorm",12,13.9281099185297,6.18765974411664,0.184476590449526,0.236057068741894
"corSpearmanmat",120,"omega_sparse","rmvnorm",13,13.2529233946456,7.68069826325776,0.180432415616737,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",14,13.5795795461983,6.8415737386482,0.181676777103749,0.214007782101167
"corSpearmanmat",120,"omega_sparse","rmvnorm",15,13.5403630026331,6.51914658272954,0.176543785969824,0.232166018158236
"corSpearmanmat",120,"omega_sparse","rmvnorm",16,13.6133548290553,7.46843709499967,0.177321511899207,0.226977950713359
"corSpearmanmat",120,"omega_sparse","rmvnorm",17,12.9013162272256,6.48054854369825,0.17716596671333,0.211413748378729
"corSpearmanmat",120,"omega_sparse","rmvnorm",18,13.679512150622,5.49026639205471,0.171721885207653,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",19,13.185099855867,6.21912865414326,0.173743972624047,0.219195849546044
"corSpearmanmat",120,"omega_sparse","rmvnorm",20,13.1170528332731,5.53382302905245,0.183698864520143,0.217898832684825
"corSpearmanmat",120,"omega_sparse","rmvnorm",21,13.011865868703,7.21883639654468,0.181987867475502,0.211413748378729
"corSpearmanmat",120,"omega_sparse","rmvnorm",22,13.838933718344,6.92269155359948,0.173432882252294,0.238651102464332
"corSpearmanmat",120,"omega_sparse","rmvnorm",23,13.0841577591107,5.88346606092191,0.18649867786592,0.212710765239948
"corSpearmanmat",120,"omega_sparse","rmvnorm",24,13.6654402964805,6.27185135745099,0.173121791880541,0.190661478599222
"corSpearmanmat",120,"omega_sparse","rmvnorm",25,13.6379851114721,6.36076322341009,0.17716596671333,0.221789883268482
"corSpearmanmat",120,"omega_sparse","rmvnorm",26,14.2360059726246,5.95477625045534,0.179499144501478,0.215304798962387
"corSpearmanmat",120,"omega_sparse","rmvnorm",27,13.3509115214051,5.30612978574178,0.173743972624047,0.228274967574578
"corSpearmanmat",120,"omega_sparse","rmvnorm",28,13.5520830046719,6.83429585592998,0.182298957847255,0.208819714656291
"corSpearmanmat",120,"omega_sparse","rmvnorm",29,13.1190977354215,6.64972277458957,0.178721418572095,0.234760051880674
"corSpearmanmat",120,"omega_sparse","rmvnorm",30,13.7025213375564,6.27594852459565,0.183543319334267,0.232166018158236
"corSpearmanmat",120,"omega_sparse","rmvnorm",31,13.4055020166322,8.71553551789516,0.173899517809924,0.215304798962387
"corSpearmanmat",120,"omega_sparse","rmvnorm",32,13.2246754390431,7.62118895051694,0.172655156322912,0.247730220492866
"corSpearmanmat",120,"omega_sparse","rmvnorm",33,13.3738667740265,6.54236591818405,0.178565873386219,0.247730220492866
"corSpearmanmat",120,"omega_sparse","rmvnorm",34,13.4694090047381,8.37958187928757,0.182921138590761,0.230869001297017
"corSpearmanmat",120,"omega_sparse","rmvnorm",35,13.1773771285789,8.25937937662446,0.179188054129725,0.238651102464332
"corSpearmanmat",120,"omega_sparse","rmvnorm",36,13.5192302905816,6.44867159269046,0.169855342977135,0.219195849546044
"corSpearmanmat",120,"omega_sparse","rmvnorm",37,13.7732708500866,6.39180279175635,0.178876963757972,0.256809338521401
"corSpearmanmat",120,"omega_sparse","rmvnorm",38,13.2844908032479,6.48580802673444,0.170166433348888,0.255512321660182
"corSpearmanmat",120,"omega_sparse","rmvnorm",39,13.6805941163802,6.25498797061298,0.185098771193032,0.249027237354086
"corSpearmanmat",120,"omega_sparse","rmvnorm",40,13.3477391055933,5.10906556241848,0.181054596360243,0.232166018158236
"corSpearmanmat",120,"omega_sparse","rmvnorm",41,13.065521276587,6.28327339661197,0.183698864520143,0.220492866407263
"corSpearmanmat",120,"omega_sparse","rmvnorm",42,13.6770344800635,5.88289893873774,0.180587960802613,0.203631647211414
"corSpearmanmat",120,"omega_sparse","rmvnorm",43,13.4230170530554,6.05755796346761,0.183543319334267,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",44,13.719240956364,7.64490701935658,0.176699331155701,0.223086900129702
"corSpearmanmat",120,"omega_sparse","rmvnorm",45,13.3750864795487,6.82554647132922,0.184476590449526,0.230869001297017
"corSpearmanmat",120,"omega_sparse","rmvnorm",46,13.3032199953198,6.49471226098176,0.183232228962514,0.243839169909209
"corSpearmanmat",120,"omega_sparse","rmvnorm",47,13.543093429062,6.3819218394636,0.173743972624047,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",48,13.3278015383111,7.4832930464544,0.174677243739306,0.214007782101167
"corSpearmanmat",120,"omega_sparse","rmvnorm",49,13.4118734959156,7.10205989352891,0.1714107948359,0.237354085603113
"corSpearmanmat",120,"omega_sparse","rmvnorm",50,13.4906429284636,6.15566697581473,0.173277337066418,0.234760051880674
"corSpearmanmat",120,"omega_sparse","rmvnorm",51,13.9069527356225,7.66242307729464,0.178565873386219,0.223086900129702
"corSpearmanmat",120,"omega_sparse","rmvnorm",52,13.1167273272677,6.9446148299894,0.173899517809924,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",53,13.4040048662218,5.45794171817799,0.177010421527454,0.229571984435798
"corSpearmanmat",120,"omega_sparse","rmvnorm",54,13.8519284925543,5.67093646127189,0.185098771193032,0.217898832684825
"corSpearmanmat",120,"omega_sparse","rmvnorm",55,13.6417543182615,5.44868222519003,0.178565873386219,0.230869001297017
"corSpearmanmat",120,"omega_sparse","rmvnorm",56,13.3874746590943,6.61782455473156,0.172966246694665,0.238651102464332
"corSpearmanmat",120,"omega_sparse","rmvnorm",57,13.2226863589844,5.93240525561549,0.177010421527454,0.208819714656291
"corSpearmanmat",120,"omega_sparse","rmvnorm",58,13.3644630718774,6.23161833778213,0.18074350598849,0.220492866407263
"corSpearmanmat",120,"omega_sparse","rmvnorm",59,13.7545835700236,4.61852147186765,0.174988334111059,0.214007782101167
"corSpearmanmat",120,"omega_sparse","rmvnorm",60,13.668741380014,6.99254948177656,0.177943692642713,0.236057068741894
"corSpearmanmat",120,"omega_sparse","rmvnorm",61,13.5668127594334,6.75189483670595,0.178721418572095,0.236057068741894
"corSpearmanmat",120,"omega_sparse","rmvnorm",62,12.9296598546305,6.7862381262738,0.177943692642713,0.237354085603113
"corSpearmanmat",120,"omega_sparse","rmvnorm",63,13.6586441838797,7.74903178717667,0.171877430393529,0.249027237354086
"corSpearmanmat",120,"omega_sparse","rmvnorm",64,13.0409488857296,6.66520546965765,0.181521231917872,0.252918287937743
"corSpearmanmat",120,"omega_sparse","rmvnorm",65,13.4670010817615,5.01848549176205,0.177788147456836,0.212710765239948
"corSpearmanmat",120,"omega_sparse","rmvnorm",66,13.5184297043381,6.09238035130853,0.174366153367553,0.189364461738003
"corSpearmanmat",120,"omega_sparse","rmvnorm",67,12.8886897078729,5.83864997889192,0.178410328200342,0.230869001297017
"corSpearmanmat",120,"omega_sparse","rmvnorm",68,13.3146237611753,5.78508870963679,0.179343599315601,0.226977950713359
"corSpearmanmat",120,"omega_sparse","rmvnorm",69,13.4861644821006,6.85883419945735,0.18027687043086,0.232166018158236
"corSpearmanmat",120,"omega_sparse","rmvnorm",70,13.343617514912,6.16261037219052,0.171721885207653,0.220492866407263
"corSpearmanmat",120,"omega_sparse","rmvnorm",71,13.7672999690847,7.13605724271903,0.178721418572095,0.24124513618677
"corSpearmanmat",120,"omega_sparse","rmvnorm",72,13.5213469068748,6.57816423017488,0.178876963757972,0.230869001297017
"corSpearmanmat",120,"omega_sparse","rmvnorm",73,13.4677234590464,5.47853504719634,0.177321511899207,0.233463035019455
"corSpearmanmat",120,"omega_sparse","rmvnorm",74,13.1759781384158,9.40884721881621,0.178876963757972,0.239948119325551
"corSpearmanmat",120,"omega_sparse","rmvnorm",75,13.9339014599249,6.69135780304177,0.185254316378908,0.220492866407263
"corSpearmanmat",120,"omega_sparse","rmvnorm",76,13.335219551475,7.16125713779235,0.184165500077773,0.233463035019455
"corSpearmanmat",120,"omega_sparse","rmvnorm",77,13.4328000883191,6.41490886792354,0.17094415927827,0.237354085603113
"corSpearmanmat",120,"omega_sparse","rmvnorm",78,13.3538802478618,6.35274135859187,0.182298957847255,0.202334630350195
"corSpearmanmat",120,"omega_sparse","rmvnorm",79,13.2562011801465,5.90411748241569,0.176854876341577,0.237354085603113
"corSpearmanmat",120,"omega_sparse","rmvnorm",80,13.7114316476444,6.95802748804324,0.179810234873231,0.226977950713359
"corSpearmanmat",120,"omega_sparse","rmvnorm",81,13.4150333837903,6.52912604454792,0.179188054129725,0.243839169909209
"corSpearmanmat",120,"omega_sparse","rmvnorm",82,13.2682057164176,5.42877697559374,0.178721418572095,0.237354085603113
"corSpearmanmat",120,"omega_sparse","rmvnorm",83,13.3556459101293,7.79197237198192,0.169544252605382,0.208819714656291
"corSpearmanmat",120,"omega_sparse","rmvnorm",84,14.0072032773976,5.82551829876514,0.174366153367553,0.234760051880674
"corSpearmanmat",120,"omega_sparse","rmvnorm",85,13.2344909912101,6.88136401065774,0.173121791880541,0.216601815823606
"corSpearmanmat",120,"omega_sparse","rmvnorm",86,13.4647295993409,6.34460203283412,0.184165500077773,0.220492866407263
"corSpearmanmat",120,"omega_sparse","rmvnorm",87,13.3914429152915,7.21093073569964,0.176543785969824,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",88,13.3100759070551,5.59351549936172,0.181987867475502,0.204928664072633
"corSpearmanmat",120,"omega_sparse","rmvnorm",89,13.6791735001039,6.64163809660136,0.18074350598849,0.219195849546044
"corSpearmanmat",120,"omega_sparse","rmvnorm",90,13.454978679659,6.99236082614837,0.173432882252294,0.217898832684825
"corSpearmanmat",120,"omega_sparse","rmvnorm",91,13.46360582487,6.72671227746835,0.182921138590761,0.224383916990921
"corSpearmanmat",120,"omega_sparse","rmvnorm",92,13.3645918757463,6.59272360864172,0.186809768237673,0.226977950713359
"corSpearmanmat",120,"omega_sparse","rmvnorm",93,13.5330436116626,5.36094675356596,0.177943692642713,0.229571984435798
"corSpearmanmat",120,"omega_sparse","rmvnorm",94,13.367434400546,8.33036838136756,0.176854876341577,0.219195849546044
"corSpearmanmat",120,"omega_sparse","rmvnorm",95,13.6307595806884,7.28362864044932,0.18338777414839,0.232166018158236
"corSpearmanmat",120,"omega_sparse","rmvnorm",96,13.6630498248892,6.31113367507514,0.184476590449526,0.24124513618677
"corSpearmanmat",120,"omega_sparse","rmvnorm",97,13.6230673228517,7.16700161737203,0.172810701508788,0.259403372243839
"corSpearmanmat",120,"omega_sparse","rmvnorm",98,13.3990441744924,6.76925102215462,0.18338777414839,0.236057068741894
"corSpearmanmat",120,"omega_sparse","rmvnorm",99,13.189619820171,7.6708486090052,0.172188520765282,0.229571984435798
"corSpearmanmat",120,"omega_sparse","rmvnorm",100,13.7206765709224,6.8508051763376,0.178721418572095,0.233463035019455
"corKendallmat",120,"omega_sparse","rmvnorm",1,11.5135363477566,3.65226623400379,0.247538677918425,0.132334581772784
"corKendallmat",120,"omega_sparse","rmvnorm",2,11.9329862228434,3.64564109000419,0.248163775589936,0.111111111111111
"corKendallmat",120,"omega_sparse","rmvnorm",3,11.5243507404484,4.23168744140876,0.247382403500547,0.121098626716604
"corKendallmat",120,"omega_sparse","rmvnorm",4,11.797786259482,3.77693887901341,0.252539459290514,0.123595505617978
"corKendallmat",120,"omega_sparse","rmvnorm",5,11.9422934373613,4.2437486063909,0.25425847788717,0.126092384519351
"corKendallmat",120,"omega_sparse","rmvnorm",6,11.7157381732712,4.30371168489835,0.250820440693858,0.116104868913858
"corKendallmat",120,"omega_sparse","rmvnorm",7,11.4234637524145,4.24707588777281,0.24925769651508,0.118601747815231
"corKendallmat",120,"omega_sparse","rmvnorm",8,12.4087718343916,4.2601871484837,0.256290045319581,0.136079900124844
"corKendallmat",120,"omega_sparse","rmvnorm",9,11.6750149630552,4.06928125847147,0.248788873261447,0.122347066167291
"corKendallmat",120,"omega_sparse","rmvnorm",10,11.99608426148,4.84360080766095,0.248632598843569,0.14856429463171
"corKendallmat",120,"omega_sparse","rmvnorm",11,12.0684508780431,4.32881574103182,0.248632598843569,0.123595505617978
"corKendallmat",120,"omega_sparse","rmvnorm",12,11.6415474543451,3.83142724732242,0.253789654633536,0.141073657927591
"corKendallmat",120,"omega_sparse","rmvnorm",13,11.6107248032978,3.87454507461672,0.256133770901703,0.143570536828964
"corKendallmat",120,"omega_sparse","rmvnorm",14,11.671513441327,4.27875241950524,0.239568682606657,0.133583021223471
"corKendallmat",120,"omega_sparse","rmvnorm",15,12.0851799241388,3.92381362543182,0.255821222065948,0.133583021223471
"corKendallmat",120,"omega_sparse","rmvnorm",16,11.9133323130852,3.62239474632503,0.243944366307236,0.147315855181024
"corKendallmat",120,"omega_sparse","rmvnorm",17,12.1797173628944,3.99556420749304,0.246132208157525,0.132334581772784
"corKendallmat",120,"omega_sparse","rmvnorm",18,11.6141500316437,3.97715106333902,0.247694952336303,0.137328339575531
"corKendallmat",120,"omega_sparse","rmvnorm",19,11.5786680112259,3.80799577509426,0.236443194249101,0.117353308364544
"corKendallmat",120,"omega_sparse","rmvnorm",20,11.980953068633,4.18920628455139,0.250820440693858,0.126092384519351
"corKendallmat",120,"omega_sparse","rmvnorm",21,11.5951072641926,4.24033415966588,0.249413970932958,0.107365792759051
"corKendallmat",120,"omega_sparse","rmvnorm",22,11.4168564561547,4.3522788454136,0.240037505860291,0.137328339575531
"corKendallmat",120,"omega_sparse","rmvnorm",23,12.1444613752994,4.15437700785627,0.24503828723238,0.116104868913858
"corKendallmat",120,"omega_sparse","rmvnorm",24,11.6815602490853,4.04644039329202,0.247226129082669,0.109862671660424
"corKendallmat",120,"omega_sparse","rmvnorm",25,11.6657059578332,4.41265775777202,0.248007501172058,0.126092384519351
"corKendallmat",120,"omega_sparse","rmvnorm",26,11.9805508662628,4.00526847845238,0.256290045319581,0.113607990012484
"corKendallmat",120,"omega_sparse","rmvnorm",27,11.5360519789996,4.07688055311866,0.252539459290514,0.117353308364544
"corKendallmat",120,"omega_sparse","rmvnorm",28,11.7730247436009,4.04307033649709,0.243319268635724,0.124843945068664
"corKendallmat",120,"omega_sparse","rmvnorm",29,11.7661886921668,3.96365236116436,0.250507891858103,0.133583021223471
"corKendallmat",120,"omega_sparse","rmvnorm",30,12.186900787338,4.31243640570872,0.260040631348648,0.132334581772784
"corKendallmat",120,"omega_sparse","rmvnorm",31,12.0143593644609,4.14807019009846,0.247694952336303,0.127340823970037
"corKendallmat",120,"omega_sparse","rmvnorm",32,12.0821934036242,3.90855457922317,0.249726519768714,0.132334581772784
"corKendallmat",120,"omega_sparse","rmvnorm",33,11.7340304524399,3.73223801652474,0.246288482575402,0.137328339575531
"corKendallmat",120,"omega_sparse","rmvnorm",34,11.3471811664925,4.32926192713622,0.257852789498359,0.117353308364544
"corKendallmat",120,"omega_sparse","rmvnorm",35,11.9689618164741,4.16289522281963,0.25707141740897,0.123595505617978
"corKendallmat",120,"omega_sparse","rmvnorm",36,11.9486290629633,3.7165887346418,0.253789654633536,0.139825218476904
"corKendallmat",120,"omega_sparse","rmvnorm",37,11.7835862165373,4.18224582177591,0.254414752305048,0.131086142322097
"corKendallmat",120,"omega_sparse","rmvnorm",38,12.1526905911239,4.32804407123613,0.240662603531802,0.132334581772784
